scenario,signal,series,t_s,value
ours,front_mu,plant_mu,52.767,1.0499999523162842
ours,front_mu,plant_mu,52.899,1.0499999523162842
ours,front_mu,plant_mu,53.031,1.0499999523162842
ours,front_mu,plant_mu,53.097,1.0499999523162842
ours,front_mu,plant_mu,53.229,1.0499999523162842
ours,front_mu,plant_mu,53.295,1.0499999523162842
ours,front_mu,plant_mu,53.427,1.0499999523162842
ours,front_mu,plant_mu,53.493,1.0499999523162842
ours,front_mu,plant_mu,53.625,1.0499999523162842
ours,front_mu,plant_mu,53.757,1.0499999523162842
ours,front_mu,plant_mu,53.889,1.0499999523162842
ours,front_mu,plant_mu,54.021,1.0499999523162842
ours,front_mu,plant_mu,54.153,1.0499999523162842
ours,front_mu,plant_mu,54.285,1.0499999523162842
ours,front_mu,plant_mu,54.384,1.0499999523162842
ours,front_mu,plant_mu,54.483,1.0499999523162842
ours,front_mu,plant_mu,54.582,1.0499999523162842
ours,front_mu,plant_mu,54.681,1.0499999523162842
ours,front_mu,plant_mu,54.78,1.0499999523162842
ours,front_mu,plant_mu,54.879,1.0499999523162842
ours,front_mu,plant_mu,55.011,1.0499999523162842
ours,front_mu,plant_mu,55.143,1.0499999523162842
ours,front_mu,plant_mu,55.275,1.0499999523162842
ours,front_mu,plant_mu,55.407,1.0499999523162842
ours,front_mu,plant_mu,55.539,1.0499999523162842
ours,front_mu,plant_mu,55.671,1.0499999523162842
ours,front_mu,plant_mu,55.737,1.0499999523162842
ours,front_mu,plant_mu,55.869,1.0499999523162842
ours,front_mu,plant_mu,55.935,1.0499999523162842
ours,front_mu,plant_mu,56.067,1.0499999523162842
ours,front_mu,plant_mu,56.133,1.0499999523162842
ours,front_mu,plant_mu,56.265,1.0499999523162842
ours,front_mu,plant_mu,56.397,1.0499999523162842
ours,front_mu,plant_mu,56.529,1.0499999523162842
ours,front_mu,plant_mu,56.661,1.0499999523162842
ours,front_mu,plant_mu,56.793,1.0499999523162842
ours,front_mu,plant_mu,56.925,1.0499999523162842
ours,front_mu,plant_mu,57.024,1.0499999523162842
ours,front_mu,plant_mu,57.123,1.0499999523162842
ours,front_mu,plant_mu,57.222,1.0499999523162842
ours,front_mu,plant_mu,57.321,1.0499999523162842
ours,front_mu,plant_mu,57.42,1.0499999523162842
ours,front_mu,plant_mu,57.519,1.0499999523162842
ours,front_mu,plant_mu,57.618,1.0499999523162842
ours,front_mu,plant_mu,57.717,1.0499999523162842
ours,front_mu,plant_mu,57.849,1.0499999523162842
ours,front_mu,plant_mu,57.981,1.0499999523162842
ours,front_mu,plant_mu,58.113,1.0499999523162842
ours,front_mu,plant_mu,58.212,1.0499999523162842
ours,front_mu,plant_mu,58.311,1.0499999523162842
ours,front_mu,plant_mu,58.377,1.0499999523162842
ours,front_mu,plant_mu,58.443,1.0499999523162842
ours,front_mu,plant_mu,58.542,1.0499999523162842
ours,front_mu,plant_mu,58.641,1.0499999523162842
ours,front_mu,plant_mu,58.74,1.0499999523162842
ours,front_mu,plant_mu,58.839,1.0499999523162842
ours,front_mu,plant_mu,58.938,1.0499999523162842
ours,front_mu,plant_mu,59.037,1.0499999523162842
ours,front_mu,plant_mu,59.169,1.0499999523162842
ours,front_mu,plant_mu,59.301,1.0499999523162842
ours,front_mu,plant_mu,59.433,1.0499999523162842
ours,front_mu,plant_mu,59.565,1.0499999523162842
