scenario,signal,error_gt_minus_est
ours,omega,0.001381339881906033
ours,omega,-0.0002091768854929725
ours,omega,0.00031836816989928157
ours,omega,-0.00037400048701167685
ours,omega,0.0019615951893628787
ours,omega,0.0002775671202874374
ours,omega,0.0016408002535778772
ours,omega,0.003486596572211313
ours,omega,0.002873632916973521
ours,omega,0.0034456312556500873
ours,omega,0.004359217424881711
ours,omega,0.006534129570770932
ours,omega,0.00856286364078729
ours,omega,0.011251749910364251
ours,omega,0.012662070510966274
ours,omega,0.01589000020668079
ours,omega,0.006722766374760443
ours,omega,0.006811202130989711
ours,omega,0.002393335849528569
ours,omega,0.0026628391879951023
ours,omega,0.005276556922897449
ours,omega,0.015054878218052313
ours,omega,0.022903242071986726
ours,omega,0.0093835171695472
ours,omega,0.008629307714933325
ours,omega,0.00868315340204835
ours,omega,0.008783653352138269
ours,omega,0.009047267319560435
ours,omega,0.007946232835724347
