scenario,signal,error_gt_minus_est
ours,v_y,0.0024271493801404746
ours,v_y,0.0030624750196235027
ours,v_y,0.0018720202180727737
ours,v_y,0.0006671969614389373
ours,v_y,0.002277023307479538
ours,v_y,0.002075070066970046
ours,v_y,0.001104954090310143
ours,v_y,0.0008909082959536879
ours,v_y,0.0003692950900601871
ours,v_y,0.0011540473172200055
ours,v_y,8.821647562909374e-05
ours,v_y,1.904024350295186e-05
ours,v_y,0.00041989565578897867
ours,v_y,0.00028492111633872386
ours,v_y,-0.00034513291675424343
ours,v_y,0.007739028862894577
ours,v_y,4.256848526930368e-05
ours,v_y,0.0005875292599581972
ours,v_y,0.0003417529240779052
ours,v_y,-0.00035935428658626783
ours,v_y,0.0005447830757513324
ours,v_y,0.005021347894082744
ours,v_y,0.001453567486421982
ours,v_y,0.002273269568268718
ours,v_y,0.0005266803860934366
ours,v_y,-1.5882052824545134e-06
ours,v_y,0.0004457697965920271
ours,v_y,-0.000378995702073566
ours,v_y,0.00024257186622015509
ours,v_y,0.0007399307877839698
ours,v_y,0.0003285857560758887
ours,v_y,0.0006462999328918362
ours,v_y,0.0007375721518498718
ours,v_y,0.0008057260776879877
ours,v_y,-0.00015606788460022225
ours,v_y,-0.0019062623045968674
ours,v_y,0.00029153929209164986
ours,v_y,0.00035068087453507535
ours,v_y,0.0011577448871894214
ours,v_y,0.0014495521693018293
ours,v_y,0.0002093573622295175
ours,v_y,-0.000541598734223464
ours,v_y,-9.997318901051877e-05
ours,v_y,-0.0007596356892879408
ours,v_y,-0.000299650726656997
ours,v_y,-0.00032675568078799344
ours,v_y,0.0003687831042777784
ours,v_y,-0.003072342746821319
ours,v_y,-0.0024546900343763445
ours,v_y,-0.002318252572834703
ours,v_y,0.00022125787535891284
ours,v_y,-0.0023393876279804854
ours,v_y,-0.0028550713625904722
ours,v_y,-0.014630112753190122
ours,v_y,-0.012312762258942733
ours,v_y,-0.0065100510400724065
ours,v_y,-0.005968253956849162
ours,v_y,-0.004866508321377874
ours,v_y,-0.006360780781934895
ours,v_y,-0.0018587372557094181
ours,v_y,-0.005599406412764553
ours,v_y,-0.006296425241747797
ours,v_y,-0.008361606257510756
ours,v_y,-0.038295227182284466
ours,v_y,-0.02937632018935779
ours,v_y,-0.019732387664414847
ours,v_y,-0.019306010796612844
ours,v_y,-0.027791873010006574
ours,v_y,-0.02616820000643355
ours,v_y,-0.023727533036066256
ours,v_y,-0.01549325197773918
ours,v_y,-0.007496579319180102
ours,v_y,-0.012181452767113382
ours,v_y,-0.012195062063480977
ours,v_y,-0.014462774212400387
ours,v_y,-0.015509635863694582
ours,v_y,-0.012932933950367542
ours,v_y,-0.014656654799366176
ours,v_y,-0.02581145266528051
ours,v_y,-0.012854502474920537
ours,v_y,-0.02204848276088367
ours,v_y,-0.008862138437815026
ours,v_y,0.007775884756880069
ours,v_y,-0.004384011186719938
ours,v_y,-0.013113830067042698
