t_run_s,state,e_y_m,heading_error_rad,v_x_mps,steering_cmd_rad,speed_cmd_mps,mpc_solve_time_ms,pos_x_m,pos_y_m,lap_idx
2.7345,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.7510,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.7712,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.7904,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.8102,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.8309,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.8509,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.8703,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.8908,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.9107,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.9303,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.9506,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.9709,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
2.9903,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.0102,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.0304,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.0526,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.0716,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.0905,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.1101,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.1302,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.1501,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.1706,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.1904,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.2100,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.2296,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.2506,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.2706,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
3.2910,BOOTSTRAP_PP,2.62786,0.01079,0.0000,0.00000,0.0000,,-384.32071,-234.76845,0
